"ibm_sentiment_analysis_id","sentiment","ibm_request_sid","tw_sid"
237,"negative","XR103067676dec97f7f557f75a0bdda1ca","SM3f597ebacebfd8d14194b941a4c93360"
239,"positive","XRc02ae8ad630d2c6fc51e2602abf57f42","SM966082b49e6830a3dcc5d0f360e5753c"
241,"negative","XR926acd53bfd7381ba0e6ad12d28ea102","SM9ebe7a2bbe46898e6d3157d345573520"
246,"negative","XR8d9101a877fae8dcebfc09089aa6f4cb","SM81786b56cbebf0e5d266aa6b94153de9"
247,"positive","XRafeeaf3546f1e969dc1a9ad25b84e66e","SM52f9908254160bb2cf7a8b4e38a3e416"
248,"neutral","XRade15561b5467734615dc658086847b9","SMd53953b7d7d27a4fca80c3b2da30fce7"
249,"negative","XR13c8bca3b8a89dc84a2ae2f1db56f547","SMe5a98eac2b332766511cbd58e3fd7551"
251,"positive","XR6e5e1f2e2e93b836878c17a6dd9ba0ad","SM82113455d056ce9649e690fd7df70780"
253,"positive","XRadff20616995aa13feb86edd0679c1dc","SMb6166649cd00e6f7392f3b793171996f"
254,"positive","XR9445fc34e76ce647bbcf1037bc7fcfa1","SM94d8045b09022c49ed2a73d6340ecffa"
256,"neutral","XRa7df9d28d195683df116837b9cb3df33","SM5c10e947f3305415be20d0d4ffc0ebc2"
257,"positive","XR3480f37d1999fd42de1e8f4b89255730","SM35500fc8691f45f17bf320c12e11401f"
260,"negative","XR25eb9cd2a254bdc94f4ae0fa1d222d3f","SM203b1cd0b9d96e9a4a42e8f6e5e31874"
262,"positive","XR4eaf0026f8a7959bf5f0d10d378e0423","SM796ce3cb464a198d31e7c185f31229b6"
263,"positive","XR4b607ac1625531dc9b408c413752c385","SM7db53ffa42c23497083df716ffec0037"
267,"positive","XR683264fd172fc5e644f545ea0cf497e2","SM2a6b3a9b79d04900fcfd5a8f923c03ce"
268,"negative","XR99c36c90bfe49aaf019e32c20c18a576","SM13bcadb5c612f73bde4314a22a95ee8a"
269,"positive","XRac7d7e1caf22c7fb3f774a509889ac21","SMba9675bcde8f13dae92f52c05d49fa0d"
270,"positive","XR51c406d550dac791ef3d7da49dbd1008","SM6a22b491fd5537bdaad36532b42c6c38"
271,"negative","XR2c49c10eb0afdd81ee5322d90e9064d4","SMfb32467411906590e60ca7e750103a95"
272,"positive","XR5d98f72d1a8780bbb10cd8287f37c3e4","SMe0d058c65dc136cf5fc6ff8d2d5f355c"
273,"negative","XRd5a06f77d785436bd2fcfd9e2066eb18","SM898b44886eec28cdacfdce91395441d1"
274,"negative","XRfbfeed82fc4e54d9b357edef4f517ea7","SM482e225811c034d8d2e7bc083bb5db72"
275,"negative","XR6b6836bd944bb4e3f1ddf56104fd6613","SMf19f724435cde75682bef1457885591f"
276,"positive","XR281c2287d92f0ecba2d82a888403de4e","SM6e9208b30d9b858d281c94162ac2d2e1"
277,"neutral","XR5a99e0cf049ff8741d25c45518f1f64b","SM14d03401e72370d0bb87f84b0e05ae88"
278,"neutral","XRb7d6863cb9853cd4ed650f56f22240d7","SM12613673e3c7db1c65a99f53668da5ee"
279,"negative","XR30154cee074011828050fd3eb88cfd4e","SM1934205269eb017f1b6c50b93b44273b"
280,"positive","XRb4013bef61037465d1bfd7722f81cd19","SM323cdc199d6ad2412d47691c018e41f1"
281,"positive","XRbe5366ac91cc15080c1e15c27921c5b3","SMbc5715feabe26f9cc42d5b36675e27b2"
282,"positive","XR81f902e823b77d39b678d4b9394aa058","SM6887596caec974bd4d1226347ff84e29"
283,"negative","XR66e905d2cfa92c74e6a60bf87f3b4ad6","SMf8cbda326816d067ee6bcaa69bd76bae"
284,"negative","XR46e7af9235cacf85dec55fc50bc1ab69","SM07837e0b00e29225cc8b16131adb5c34"
285,"neutral","XR9125c3520c712e322c7e51024ba012b0","SMc3e4cf1ffad8f0da1f1d013c93b2e238"
286,"positive","XR342b561ad052abc19e96535a7937e624","SM536a194fb989b5c7f28aec9d2fbf455c"
287,"positive","XRe6bb95142409703426f1cae3a8775680","SMf26fec9b74219bfece2372540500a823"
288,"positive","XR3c274043a7d7b5f9ee167f8a444467d7","SMc889ea1781d4ce4527f492125bf245aa"
289,"negative","XRcbce54e63e0b2b4da54547b10b412b8c","SMb29b81f402b7c385e85b2a5acdd909ba"
290,"positive","XR5855e5ff9d642e798313b6c495e1fe24","SMb3841db12cdf0a0051d0dbc7a56406a9"
291,"neutral","XRbda76829d096d836840b808b25d0fd0f","SM0409c65bf8977e6ca47e7b489cd6e367"
292,"positive","XRd05d7a28d0b31044b861251d900303f9","SM5bd1a5a47306e2d88817bbd394acded4"
293,"negative","XRc195172af15b38dadb9677c71a5d47ac","SM5084a3d45dbe85dca3cf82a9b07d873c"
294,"neutral","XR054ad8598edf9e3c0bf9ef1a6c6797ec","SM69b0b54ee07db94d28ab6e1ecf2c4ea4"
295,"neutral","XR022422548d4280e01f8b3736b3dbb719","SMb00b75eb9a8b6f374926f37866b92049"
296,"positive","XR07ae0b87f7c320aadfa471014c0068f5","SMa19dfa64c5f24833a4d19f50b827b9ce"
297,"negative","XR494c9f5b6790478b46ee4a3448caeb0a","SM7e16e17557cdc01a6d4df2704ddfbcee"
298,"neutral","XR551f8d269041a38a803b0561050e0709","SM1a6a061b192796f1e0d4d0b19e138b16"
299,"positive","XRd25294542458c0f24939fb9f92fd1347","SM3191cc56acfe924cd66df5d79c83dcc2"
300,"negative","XR7e8827328bdc5db7cfb20fd8d79af59a","SMab4c54fd6e506d9de4997cabdc7bb513"
301,"negative","XR50f5896b7f67b6e59e32b1e004df96f0","SMb14824d977f8da69e0534811b5ea8d8c"
302,"neutral","XR42ede86a0a89047b2e0b09c3fa8d50e0","SM1e5cfc96c88ea92cc5f6b3bb1e9be4da"
303,"neutral","XR76dee375c6ca4db8df62f50dc81ca78f","SMc92671f28edbd7c32e8cd28524770079"
304,"neutral","XRaa65fd4e778834553c54503c608363a6","SM8c555d43dbd11c236fe7ede305af6ae1"
305,"positive","XRa44ea930ffa7ef38f05b2e2517b9207d","SM5bddbc1813faf928367496778defd709"
306,"positive","XR45d9aaa7e72c3d7edf1e0787d343eba6","SM945fe03e34fc3c87aa48d5f72eafbc30"
307,"neutral","XR77ba3a2f2702a9570cabc7ea1593fbdf","SMf1fb5cddcfe3471862bc2e2722152413"
308,"positive","XR0da45523e855feebdf1e0b11f55493b6","SM334138a27c0b98ae8c105225a2d0a7e5"
309,"positive","XRfdc487dc58cd54cc8d55515f272eb984","SM4c7ecc553dbe6bacb8f1da5b04446587"
310,"positive","XRbd7e1da92723b0a2bdbfb3f75ac3897a","SMd83571bc8914c778c324abba6365867d"
311,"positive","XR1378c36b11a9d1f880d34cc5bbd3c45b","SM1f0ae84f518d14cb52cf48fb1411b73c"
312,"negative","XR973c9bb6fb0f4afea978175d88947c0e","SM9fa96de59c84ddb5385e564820b3e0be"
313,"negative","XRf5ea2e71971987fd20ebde473906e902","SM09fff5787270073940981843d5936e0b"
314,"positive","XR7017dc4caf4a5c4f8d2b67e6bad075d4","SM626d8a39f5a9f505f8e3c5e33f819636"
315,"negative","XRbf44363668a73ff239d4288e99a3c2c1","SM709bfbc85f530d5b61e69c3ddb5274bf"
316,"positive","XRac02b2f250fd1cb8770c95d03ce60d26","SMdac121443891e38e43a0a28e700f8db9"
317,"negative","XRb257f9b2240750c9fc0677e423fc2c33","SMd946bf44eaa71438efdc248749a92b2f"
318,"negative","XR6519d976a100be4d458f0c47bf66684c","SM115405a10f7b8e0461655d35a9e2d5e8"
322,"neutral","XR0861172a4be1238bc4fe0a0cc7733f17","SMc21d407852cdccbfd67c0990a6ffa093"
324,"positive","XR67812a4e67372097e104df46f556ed29","SMfd785f14edf9289aae66197d29744d9b"
325,"positive","XR48a30dbc0e2eb3cf3021f88c70617599","SM280fbfc28bff879dbd165b5820e3b021"
326,"negative","XRc13ca127aa834469523a8317be16e696","SM6f19d4721cca05b874291a0f01af2d4f"
329,"negative","XRde9cee8334dc446e2f56a855f06e9680","SM6d2e547ac25e063a711c4fe046e32b1d"
331,"negative","XRa71ffd5c58148aa303c5ad1886ad2290","SMd28b8263a2d83361005e31197a7970a5"
333,"neutral","XR4624c15bcc6c8250bd9c6edd1cc1e5fb","SM115332f6b59e6ef0f05eb608f8284edb"
335,"positive","XR7ea79bca9f77cf416a6946a77c8633f7","SMb6cbeacd3afd79556f4783169962e1a2"
337,"negative","XR1b08feb84510c863480297896333e0b1","SM4803c8f94aba6a277d0497656ab34bb7"
338,"neutral","XR0ebb54a9e9e6d7d2f4da53971ce5b8c0","SM4f7b711117665e8406cf90e93a03d7b4"
340,"neutral","XR589f93f3998033f7ddebd0729902ebbb","SMc2da9745f619387dac6900a2a6df6745"
343,"neutral","XR3cfc6a6ee90c801030072f3ae2e579aa","SM084f6deb2a9a1b5f4498d079a930d4c6"
319,"negative","XRf4a5fced9bdcf6b862884ccd0b799fc5","SM3e700c4550d1907d5b8188c3e560df4c"
320,"positive","XRad45cb2791b88ef9ea4be52e66328c3f","SMcd6453c2424a0d24fdc7d760d1f65f66"
321,"positive","XRa383e15ec5cab435f0f82091690d31ee","SMfa99fa47386570f3adb54d264cc9499e"
323,"negative","XRdbf40122e09bea601f94399550e0491b","SM08bc5bddf4376aecd0017e65ecfdd8ed"
327,"negative","XR444e5e10178313d8f866f15e67dde114","SMebc1f8ae1c72bd566a40ac77a0817394"
328,"positive","XR27788534f402dce13d9cebdee9b49a23","SMee45309f6f22ccafd40440f1798c50db"
330,"positive","XR6bdf80ae15de9f263b33f6cafc3be527","SM24369f483341a3b6c48374de5542331c"
332,"negative","XRf090037a16e79765ac7d936af092aa02","SM761cc38b2b3f1f45b2318ac8ec831c07"
334,"neutral","XRda1674f621f131ea1b83895082951419","SMca09b10a8fe0f51f2e7085e5be7a6e91"
336,"positive","XRdd75cdc9989f95b7b1a0ea938752b8b1","SM08f0ef5070a8276f3cc5765367879b6e"
339,"positive","XR6f1683541ac7d697ec87282ea1473ac4","SM2ca6c12be9fd051db8bdfb6465ef1907"
341,"positive","XRc6d33fbef5f7e04cca597f61e7507421","SMb4c981fa40f12f9fa277b2ac8c9dcaeb"
342,"positive","XRf50904494f5f8e772bc7e0a6165235ce","SMeb19fb741f087d3e89c3a6a3479f1ad6"
344,"neutral","XR48f5c0d7206c98fcddaf936f541541d5","SM984078ed3612b612b999b63f3348460b"
345,"positive","XRadf2068b604c55f6c3ab89986d08d964","SMef518dea796dba75967dc71ff8a59bb1"
346,"positive","XRc690c0a0d53e1e4bd41a231fcb7aae49","SMd2a990cfb9f3c9bc2796d5d9ea85ad59"
347,"negative","XR6e5a411659a72345dc9af7805f131b9a","SM2d21fc46e7504c088b433c6267df10b9"
348,"negative","XR71b2ce904d411bda0e39eb14ad5afd77","SMddc63c93a9e03949ad8a188e2409aa04"
349,"positive","XRb10cad6380d404cdc8e23a9cecf505c5","SMe0adcab546f2013d1bf3a25c58df5680"
350,"neutral","XR44fe062ade7f298bbbbcbcbb7ea575f8","SMbb64ab8a48066c70c2c58eb8faaea2ee"
351,"positive","XRb5be7dac47f417c98b249aceb0850575","SMa273d8dfa7075a80160c2eaf8fd64c06"
352,"neutral","XR62407981c8c874df0b0445ae25ee4fb2","SM6a547ab0373ab650e5a3c6575d0ec08e"
353,"neutral","XR9cb0502a5c783266a50293f55a8886bd","SM8a895db7e2a5b810c330fd59e28c2b40"
354,"negative","XR49bc67792878bdf43dbb1a46bf98f111","SMd64065b9964d51efa6ebbb3a7e778d1a"
355,"neutral","XRf9e588c058dc9d7b337df66194224680","SM69eb1309ddf79f917951409b3966acc4"
356,"neutral","XR47a1b1d291456bdd5eb4287b314402a4","SMc850acce8a952246fe20c92e8b25781e"
357,"neutral","XR4f78876a0b292768a1264afaaf09d580","SMc244c866de295498dc1f66ed97966e7d"
358,"positive","XRe54128cfb78de8cdb70e7d5e8c369103","SMfc68f1c0491c9613ebfd7df364c610ff"
359,"neutral","XR5ffd5a371f4d87bbc39a1dfa10fdb72c","SMcac70f76f2e19cc99a018bb91bb8c99c"
360,"neutral","XR71ed3ad39e8acb1ee8460eb16f739227","SM2527fd13db9a470c24ab705fc8c184f9"
361,"neutral","XR72e5cf73b1df5b9d272bc6e870618b33","SM27497960db45069b03728f6e319d9ea8"
362,"negative","XR98b0c1789d8677b4e8f9e7d5e1d1f8dd","SMff5a577b33d01398155cbe5e6bd3fed4"
363,"positive","XRc31e024fbcf81da1a8a0f683053eb0a6","SM87c7f39c02fcc8905ea72d84ab0a9039"
364,"negative","XR146e070025661fa0dc118e76c8175e12","SM324a97953614ee7659c6a1601779181f"
365,"neutral","XRf0b9263b8a38ac3f457e97ede29f2f73","SM5ee7bbf928eb81b6ffebc16a84af8d2b"
366,"neutral","XR345d90fa540ca27b13ade3c3ac0559fd","SM167b7b7026a501d968f487af1150ed83"
367,"positive","XR3d726dfc0ff6df2fc9deba6b20b5aa05","SMdf699106efa63fcc1c89c9b957042967"
368,"neutral","XR75c6da4069304c17daaa9670a2d78980","SM971c96e23536245bca12f0205268ed29"
369,"positive","XR5d9e58d650c5369938455f8ec75e122f","SMdd1621e333a488244ca173c6ff444a97"
370,"negative","XR80bbd536b875426564fcc0457707b666","SM3d38a5b57ff948bd3dcef89d229580f1"
371,"positive","XRe71a515243a23b18a0c44851afe09d0d","SM1e8b05f373fb052975c864eb04c56a90"
372,"positive","XR84b0838ffa43e64983e27eb55fc12e75","SMb43869391c7bce3f0a5974454a536546"
373,"positive","XR38cbe1866e942110423e4a423d9e4feb","SM04b81cd6c25ff158874f1cd7e19d4bb3"
374,"negative","XRbd6442cf217db5c14837b3e7f29fbc05","SM0eb2c4098c1529e8b1b47b72e5c92a04"
375,"positive","XR55b3cc15288ef8b7faa501d2f7a5e92b","SM89efb464236913418f9a7e7de314a14c"
376,"negative","XR3b957c5059c0e05a2bce870c229c31f5","SMc4c82d190e00fa0ba1c7cce12721ca6b"
377,"positive","XR9a260a9ef7ee3a83a52dc589b7d810a1","SM0bfd74e21d3b4876e2d594e9e744668c"
378,"positive","XRbc6791a2cdf64d87038167147e986d2c","SM8904dcdda7a5357ed4dde81f99d3e4d8"
379,"negative","XR7347a1d5cdc6e6b0c1d520e8be0107a1","SMcdacfc4438233879481d8bb714e65633"
380,"positive","XR55620fade15baddaa841ac155be0f480","SM1c0368951101c89884a39c617ecec48c"
381,"negative","XRfb02bef51bfe792550012c42dbfcc321","SMda2d65ea29142283de7470351060ad21"
382,"negative","XRd3f493c2c3ce0d2622d8f24d291dbae6","SM07b0b97643923e00ae0d0886e682cba8"
383,"positive","XRfc7d8ee46496ac0e3f1bb55aa4e21788","SM1b6a8f93c05ff0bc5619713b1589e6a5"
384,"positive","XRf5a8143cf3ef4254ee1e966beb9287f2","SM6e86e63d3b96ccd7eaa08e18d8008abc"
385,"negative","XR212fdb1089dbad82785d8a6833271ff1","SM0985b09a773ffeaf598bfee678a68b2f"
386,"negative","XR06b73d898ba03565c322ddcc77e7d12d","SM4a3be8ccd31ee35456abcde68df9a210"
387,"positive","XR07b0d4f508ec7ccf38029cba8bb7b57e","SM6e66b3a8ebb4ce147eda4aa43f8d9fa0"
388,"neutral","XRbb7c323992e8211e196b8a9fff416853","SM166ab66e1f312fddcc29764d027e98cc"
389,"positive","XR2857f5e384742efc85f93bd3a4685930","SM2ff801bf634d919d5784db4a59a659ff"
390,"negative","XR3371c6d6840569e0f17e9e228523c31f","SMd662f85f0c51af2b3567ab22a383672d"
391,"positive","XR20f703ca3fc6de08aedcaa2439481a4c","SMfe4ee38096ecb4686ae4e32b7340cddf"
392,"positive","XRb43c5ad09e516e27ea9683f8fc964ee0","SMfa405ad977501f6ae9fbd27dfa334ef9"
393,"negative","XRd78b3597fda6cd65b4766b2a999cdd34","SMae30fb3d7907b78501858bcf8c85be08"
394,"negative","XR951325564ac8cdc5cf7565bb1e64d162","SM6f9d5ebb1168d69751cd269c0a832874"
395,"positive","XR606c9f7c79509ec0d5c2c01674cc20e8","SM208174b8edd72202d439d9a4552c6d68"
396,"neutral","XR5262bb03db32dc746f7723ff53608d31","SM7729a88156765c7fd5ad92fd41604620"
397,"positive","XR2e65bcf4d43b6d231011bd4de16c4756","SM8313c32f00491b6dc231cfffca920821"
398,"neutral","XRa0fad7531c2903da88decf21cef5ed1a","SMd856258ba2cad0772bcf984b443ee178"
399,"negative","XR93cd81c5f44d6d213706e6bf337ebc26","SM40e16a85c155460c9ede56ec3192803b"
400,"positive","XR8c0e8a623a1a7b5060387c6c2e492565","SMe4ff176a0e6412783d30a5b3df0f16f9"
401,"positive","XR274759b4070cca009012b95a29c0e61e","SM8badbe3525aa0557f04f364bed41461f"
403,"positive","XR1f5f9aa68ee60cbf9d660671f92313cf","SM02662a83b3ba4fbf814de00644014b7d"
406,"negative","XRdf116c2589356cbbfc1f512181de2e1b","SM381dac0f3137b9a46068b23559203e03"
408,"neutral","XRcb326ef33ca05b840e2abb637dd3d966","SM174dde2cd5f7b439cfb93272f57d7a48"
411,"positive","XRcb3576578e52465a8c4b73cd8918d7d7","SMafb5a6082623a119a9d9b4fa269696f8"
412,"positive","XR3abfbe56c98bddbb339e8c0e97cf10fe","SM72e539bb5b81d433fd536942f4f6d7c3"
413,"negative","XR2ef8a85b66c0e1f046da7ae22eb3e1d7","SM100ee0c21a7b84a016f366ca5dc40055"
402,"positive","XR80f7bb0a3be5090e3ce458341bc419ff","SM2049e6033c2e321e7b29096368061879"
404,"negative","XR1fd7edeab1b555a1a2fad3d72fb87674","SMc9e85adf0551393f47ac32bfbfb90599"
405,"neutral","XR8d7d003ec5ca4b5a960995b82f30422f","SMfdb1cac6d984b7cd03530f472fd1e325"
407,"positive","XRacdbc5ecc26a61d9bf08686f81d8cf17","SMd724483a60c809898571a2ae0c3c1ebe"
409,"positive","XR32a8cbd1c777db6f4f9e6da78f430268","SM040834af5f8935565f0668a9ad5a721e"
410,"positive","XRfbcc4db9b914b59a6fed70d6a9ab968e","SMcdd7b292cf3fee8ea94a10879a1a79ec"
414,"neutral","XR4b3d97be0ee5e0cac7611e9a487c9040","SMfba1b85a36e49b17f3b9237a841a1d78"
415,"negative","XR6e1459eb3222f5e81f44872fd38acf63","SM22a43a82ff09ee136ae90048c842c1b4"
416,"negative","XR0859775d61527fcdde77f32599331b0a","SMcceaf8ba8146a1d8905a50067c53c600"
417,"positive","XR39385db52b0d7a157875cf0b2991cf48","SMe55ead194b8beac0b338f8473a64833a"
418,"positive","XRe50336917581ef0a67c858c9af5f6352","SMe8d454819d307cec6ffc17f3606d565e"
419,"neutral","XR76bdd37b0391d1b0d981f93f66e9368a","SM8a7d3004f62880af11853eb21fe00ca4"
420,"positive","XR67fe8f0fb2565d8df446fb811cee29e6","SMf785e14ebedadd283ea8598a51b0daf9"
421,"positive","XRb476e51f1d09de5a3996fb7b4e692637","SM2fb94613913ee65bca2d78ad208d369f"
422,"positive","XR04bee60d124424921b5e5fd01d8e07d8","SM8f43eda1c7229466fb82e65d265598e3"
423,"negative","XRfabc0903bebfc39c3cb63d4290a03905","SM63bd8f00385a3bc15e8734dda22b5577"
424,"neutral","XRc754da012c9ca6b9f007f7e85644a10c","SMbdadfbe43992b1bc65b1b9d3843c7f98"
425,"positive","XR3ff4a0dbc58a37a5f3fb9175792dc661","SM506ba1aafe852c5d5dd4cc5162f34c42"
426,"negative","XR06fd8a77bb7b94bf0a8adf12a7ecd9a6","SMb3e965b714600ba8e0ffb47ef7945738"
427,"positive","XRcfd16ea84d14b26bc0190efb02707e53","SM8c6823200c4d0e363171a86b802344e4"
428,"positive","XRabdc0bdf48b399fa6a49c76e6b506716","SM8ef79bae5fa997958d59b63928b7def2"
429,"positive","XRf2d4a0f251d9efeb878c5ef6b185e896","SMde70acdc937322ed7650fe9d507c4fe9"
430,"positive","XR2bbb2345ec224142f9a0d0cab54bf7bc","SMedb78be35500cd68f33a80fc30840c2e"
431,"positive","XR95d32aacf85ac784996ec8c12d93eb98","SMc805319ab5bc49673ea835f70e1c9422"
432,"positive","XR5b6c1d1971e91dc735d56bbdd2b27b58","SM8715a01b65f1f5ba845250a123e64e98"
433,"positive","XRd4fe622c4ce50ae24dd0ad9793368ed7","SMf16b5ed82173f81dc10bb5afa15a0774"
434,"negative","XRf6174e8c61097baec3e77e57ff6debc7","SM64ed561b9d934628a6935950b0c3dc69"
435,"negative","XRb35da835e7b006af4dad329a18953408","SMc491f45495feb321092cf691364c7ea3"
436,"negative","XR8239ac984f3866c388494c2bb2967a6b","SM4deef418396f7829e6d40bf73fd2501e"
437,"negative","XRefb8145f0a562a58555282b6a9bbe20e","SM6116ce0d35b6aa44ccefe1dbc9dbbab0"
438,"positive","XRb7bd6e16f467ca134bb082221d77ed8a","SM6944e2cd35fb49d460661559a8089938"
439,"negative","XR49440f22474228d2fad0895f5570c36d","SMb13063292615a7577feed3a61810916b"
440,"negative","XR18bdb9c4b4f2a655370516acd2948111","SM2db5f82d87c68e3f0bd64fb10b5515bf"
441,"negative","XR2dca3ff24c964435a6408f065ea0c762","SMed3f345f121425357510942c77382aca"
442,"negative","XRc1519a56f40299084d80963ab8e3ebc6","SMa243ce28dd9fd1c113f9c9dc9d808aca"
443,"negative","XR88c5a565515f8411f954182911b47431","SM03e4bb445e6cfd81f63e0a23baaab32d"
444,"negative","XR0c6445bfa5585adbc1af8cd17074bbff","SM4b451c50db69b2f00b706e83e70fe77b"
445,"neutral","XR1b02067242ceac1ef602a8f441360489","SM7d0fdc838da037dbae4f7e2d13078da7"
446,"negative","XR4d78206e5146cbb542f74ff3041a65db","SMaaacfa3efe1de49e659ba9a0d47f6e2c"
447,"positive","XR7d9366c1c6b9067cada43d211df1dc39","SM892047c6ebe0e186a52f12373ca51a7c"
448,"positive","XR304bb93985857f5bac84846acd3b03b9","SM47a310d088239ecb5c61a5bcae7911c6"
449,"positive","XR03a422d5533f2a1532a575e0ec996a00","SM0c5026cd2d22f1e13a973ce7f849020b"
450,"neutral","XR63447dde2f68842a403610a766a70806","SM74873d0f5c7c2b3bd94c69ae32bf11fb"
451,"neutral","XR1e82fd8be22c38ca40489eb481dc8a59","SM30e0306d71935150bad07cd2be78cea4"
452,"neutral","XRf3c625ea7cce2c4df1ed28b639f522a2","SM5050b5202c3a149d951717f7543c7d9f"
453,"positive","XR0918868c796eb6bf933f6e1cafc3835c","SM76a2779896243b4f11854c5daaec48a1"
454,"negative","XR3a27ccec7d62026f5472c678b4d56fca","SM6f9dadd31c624c234ceed49e14b204d0"
455,"negative","XRab2f295c3e96a0fd078266300634ba86","SM416fd0bf51976e9b55ce166df81cb11c"
456,"positive","XRa0d47a13d37772abddd4b7c83060afc8","SMf1c9d0cdfc2e41f9d481e4f296a6df36"
457,"negative","XR6889dccc9c23dca95746e4843e7ea1e6","SM60cff28fab60027e497fc56513e28b6d"
458,"positive","XRceb5a8074719be51f62612de18ee7472","SMf8cd07acc410649471fffbb3bf5160d4"
459,"positive","XR36722c5a8a1b01ec1693e2f5600100cf","SM32491f1d5929604aeaa81acc6bb92086"
460,"neutral","XRe6df1dde9f04d33cb3b3e3ce5e57f271","MM840ae38d3f9f64b83e1cf863c530a65b"
461,"positive","XRd7a8a6c18cef7a4a92fb9f3de75d89dd","SMdcf9b241671026467933dc521fe1391a"
462,"negative","XR754c33b7ebd7a22ad3cae5016966bda4","SM0436b20e97df76ba12e1d77a17566e53"
463,"neutral","XR5677d06e940b815926f07573859b8091","SM686ace14b42f06ca261df6fe296534e5"
464,"positive","XRc2694d1d7b9789049fc931fa8edd3803","SMe8758e75a7a2e0aac9180da873b1cbf1"
465,"negative","XR8d347bc3c0d8f688cdd964642fad1a49","SM074d6231f71f00f42753e66b5d2d3387"
466,"positive","XR963559b6f759759ca041f5cfc2dd383a","SM7746451243810d52f3045a76464bb3ce"
467,"positive","XR85edaaacb85060b9ed0b8391aaad053c","SM60bacefd7cc4fd7cb924d7a54b7f84bd"
468,"positive","XRed3678620b68b3c182c63ef5640658ca","SM1c8fa10db7343a10c2c9ae890dc363e2"
469,"positive","XRa148b6621b27c71cb5efb2a0700c1d68","SM814da3449488dfef26c3c25dcbb4c882"
470,"negative","XR04963d2d0ddecd5c84e3f79ef63f27ac","SMc38b848d7cd132ba249ebc3b09cd0ba5"
471,"positive","XRfff7b16aa0ab55e24f8ef26e1a76689f","SMd5ffa80c35337f19cdea1cacefd3bbe3"
472,"negative","XRf4b095f53dd86fe5a06c59a07ecb8d47","SM87d8a958962b7f991592fed42d707037"
473,"neutral","XR16d45a541c30119a0b249931248ee5e8","SMd714bc8fa1a489adcf8fdbe077167e38"
474,"negative","XR54306c862f2e7efe50e66728fc6ece10","SMd06dc77a1fed6401f2860f4d79229d5b"
475,"positive","XRb69e6815aa31373fcb10e7f954b77fa4","SM387585935adf49b39d0de877b550e526"
476,"neutral","XR699dd92b4b8ac7072ece19a428019365","SM4966aff40e4d28da8a7e5a6cd9096acc"
477,"negative","XRcda575b4232d132089e7c0c0379c13d8","SM1ec8a861c291d01f86347b89c8721d2c"
478,"positive","XR8d1e97d856a0b1be10c3188c3d6d2c35","SM9f0e1988e6c4ec89bf0186160567d4e7"
480,"positive","XRd30f5feaecf428a4b7b9f879b5bc5312","SM623945c9b7029952ae333b2b96ecdc24"
483,"negative","XRa253a126a948fecdc382689a1fb31c59","SM2823d90eab649f692203483f500873ce"
484,"negative","XR980ba6ad67337cb7643f2dea50731b17","SMddad2f0f0b2f65236f51cabfd0fe33d1"
485,"neutral","XRf0273cbcf0406ddd2ecfc8445f89a308","SMb37842d63b6109b11f768b75a111f4aa"
486,"positive","XR41e15452a47e8794b7dc61b34f3df3b8","SMeaf7298fe83ecbc2f0f506d64fbfad06"
479,"positive","XRa221040220d244e8d304d5778e8dfd2c","SMcccb98439651e6bdaa502e8a03476565"
481,"negative","XR48b394ec25380eeb15cd4eda01eb0378","SM2b4e869ddb973cc6192671934746ae9b"
482,"negative","XR767907c2f48dc1b89f0ac403e1cae57b","SM5a091c5370cce2506f65edaf1264f5ad"
487,"positive","XR45252d9c3aed4761071f0700101e03c1","SMe7fa5a19dd18a91b4177ccee070a52cf"
488,"neutral","XR9a46b38bc2facb68b32ad3df531995f4","SM2ebec114a2547b4336fde6d3e9dbbd41"
489,"positive","XRe962c251f4926ec97572177842b41116","SM557304564d39002f27ceb5ff3422ec9d"
490,"positive","XR5e04b1f7788f25172f235ed16c9b9109","SM84ab39684847d276c9206118f0a8858d"
491,"positive","XR14788c585a191c6f84b68f6af92707fb","SMe326bbfabb0bad07d6d89f6b3e05fde3"
492,"negative","XRf4abd8b6999e223f87ad3b73be2511b4","SM66b4655c18d496204f7729ea7e1ec0bb"
493,"negative","XR35d0b585ebbd67dd8b08d17a9c5a5d77","SM9179cbaea223ca9d3a2789bcd0db9553"
494,"negative","XR464f2f7aa5defb87f07c3afba709f480","SM95aa8b6231dff79c1ff0dee9c2b75e93"
495,"positive","XRec6c98e6a2ff12c093580c084aae973a","SM154142fbffd74b84828dad30b271940b"
496,"positive","XRe06b63a32db0ae328a25fe7b272b067b","SMf1f88a7d6db16e0c5cf4811647075138"
497,"positive","XRef20ed21cb8b07a90fcfb14b68b785e0","SM93b10e2906490faee64744fa1426ca71"
498,"neutral","XR0a30d7e7d54b6d44d0c00ee366fb6d3c","SMa214d3cd0a26e59e0d048d13ab7974c4"
499,"neutral","XR0921a1364109ce76a4fc3ee2702016f6","SM32e82bd5d45e66086ba43d135f0e1d12"
500,"positive","XR3a0c68d539c2a40656e89eaa94106d00","SMebaf6a5a9602b9de29666d78bf9c82c4"
501,"neutral","XRd02837b332bd72853d639ad53905a440","SMd7ab4b45fe3fee5489d1fc70f5c5df1a"
502,"negative","XRc52eddb65d51dcd49b7b38bd0d18d88c","SM0249be99bedd47073c73a86dc3f36700"
